"lon","lat","area","grad","dc"
-84.532364,-4.5,20043,4.5,200
-84.550779,-4.67206,20043,4.5,200
-84.550379,-4.6758,20043,4.5,200
-84.55109,-4.68244,20043,4.5,200
-84.517103,-5,20043,4.5,200
-84.686704,-5,20043,4.5,200
-84.720691,-4.68244,20043,4.5,200
-84.71998,-4.6758,20043,4.5,200
-84.720381,-4.67206,20043,4.5,200
-84.701966,-4.5,20043,4.5,200
-84.532364,-4.5,20043,4.5,200
-84.701966,-4.5,20040,4,200
-84.648452,-4,20040,4,200
-84.5,-4,20040,4,200
-84.476109,-4,20040,4,200
-84.476196,-4.00081,20040,4,200
-84.480043,-4.012436,20040,4,200
-84.480363,-4.014116,20040,4,200
-84.532364,-4.5,20040,4,200
-84.701966,-4.5,20040,4,200
-70.673624,-18.350117,1180,18,10
-70.6738,-18.35004,1180,18,10
-70.675799,-18.34874,1180,18,10
-70.678818,-18.346586,1180,18,10
-70.686699,-18.34314,1180,18,10
-70.6877,-18.34264,1180,18,10
-70.6881,-18.34244,1180,18,10
-70.693311,-18.338722,1180,18,10
-70.6967,-18.33724,1180,18,10
-70.696864,-18.337131,1180,18,10
-70.697299,-18.33694,1180,18,10
-70.699045,-18.335695,1180,18,10
-70.700999,-18.33484,1180,18,10
-70.703279,-18.333214,1180,18,10
-70.718999,-18.32634,1180,18,10
-70.734108,-18.315561,1180,18,10
-70.7385,-18.31364,1180,18,10
-70.741643,-18.312021,1180,18,10
-70.743199,-18.31134,1180,18,10
-70.745999,-18.30974,1180,18,10
-70.747899,-18.30854,1180,18,10
-70.752549,-18.305223,1180,18,10
-70.759599,-18.30214,1180,18,10
-70.76206,-18.300385,1180,18,10
-70.762699,-18.30004,1180,18,10
-70.763403,-18.299539,1180,18,10
-70.764899,-18.29874,1180,18,10
-70.7655,-18.29834,1180,18,10
-70.794184,-18.277874,1180,18,10
-70.794684,-18.277474,1180,18,10
-70.795064,-18.27706,1180,18,10
-70.795184,-18.276974,1180,18,10
-70.803694,-18.267692,1180,18,10
-70.807784,-18.264774,1180,18,10
-70.808051,-18.264483,1180,18,10
-70.808484,-18.264174,1180,18,10
-70.809674,-18.262876,1180,18,10
-70.815983,-18.258374,1180,18,10
-70.816483,-18.257874,1180,18,10
-70.8291,-18.244114,1180,18,10
-70.836584,-18.238774,1180,18,10
-70.836854,-18.23848,1180,18,10
-70.838684,-18.237174,1180,18,10
-70.838784,-18.237074,1180,18,10
-70.855417,-18.218932,1180,18,10
-70.859984,-18.215674,1180,18,10
-70.861184,-18.214474,1180,18,10
-70.87335,-18.201204,1180,18,10
-70.883483,-18.193974,1180,18,10
-70.884153,-18.193356,1180,18,10
-70.898283,-18.183274,1180,18,10
-70.899278,-18.182189,1180,18,10
-70.916256,-18.170075,1180,18,10
-70.926399,-18.16564,1180,18,10
-70.927339,-18.16497,1180,18,10
-70.9393,-18.15974,1180,18,10
-70.940299,-18.15914,1180,18,10
-70.941074,-18.158587,1180,18,10
-70.9469,-18.15604,1180,18,10
-70.94894,-18.154584,1180,18,10
-70.951099,-18.15364,1180,18,10
-70.953863,-18.151669,1180,18,10
-70.955299,-18.15104,1180,18,10
-70.955608,-18.150855,1180,18,10
-70.956099,-18.15064,1180,18,10
-70.958072,-18.149233,1180,18,10
-70.9608,-18.14804,1180,18,10
-70.964405,-18.145468,1180,18,10
-70.969499,-18.14324,1180,18,10
-70.998183,-18.122774,1180,18,10
-70.998584,-18.122474,1180,18,10
-71.022308,-18.096598,1180,18,10
-71.022608,-18.096198,1180,18,10
-71.040336,-18.066044,1180,18,10
-71.047188,-18.045334,1180,18,10
-71.067728,-18.045334,1180,18,10
-71.069318,-18.045172,1180,18,10
-71.103999,-18.037933,1180,18,10
-71.104489,-18.037813,1180,18,10
-71.115128,-18.033161,1180,18,10
-71.140989,-18.027763,1180,18,10
-71.141609,-18.027583,1180,18,10
-71.142729,-18.027093,1180,18,10
-71.145939,-18.026423,1180,18,10
-71.147554,-18.025717,1180,18,10
-71.148579,-18.025503,1180,18,10
-71.148869,-18.025423,1180,18,10
-71.18126,-18.01126,1180,18,10
-71.197041,-18,1180,18,10
-71,-18,1180,18,10
-70.877612,-18,1180,18,10
-70.8774,-18.0004,1180,18,10
-70.877,-18.0021,1180,18,10
-70.877,-18.0024,1180,18,10
-70.8768,-18.0029,1180,18,10
-70.8766,-18.0032,1180,18,10
-70.876,-18.0038,1180,18,10
-70.8752,-18.0041,1180,18,10
-70.8749,-18.0041,1180,18,10
-70.8737,-18.0044,1180,18,10
-70.8733,-18.0046,1180,18,10
-70.8725,-18.0053,1180,18,10
-70.8718,-18.0058,1180,18,10
-70.8713,-18.0064,1180,18,10
-70.871,-18.0065,1180,18,10
-70.8705,-18.0068,1180,18,10
-70.8697,-18.0068,1180,18,10
-70.869,-18.007,1180,18,10
-70.8686,-18.0075,1180,18,10
-70.867,-18.0089,1180,18,10
-70.8663,-18.0094,1180,18,10
-70.8654,-18.0097,1180,18,10
-70.8645,-18.0097,1180,18,10
-70.864,-18.0096,1180,18,10
-70.8638,-18.0096,1180,18,10
-70.8637,-18.0097,1180,18,10
-70.8636,-18.0097,1180,18,10
-70.8635,-18.0099,1180,18,10
-70.8633,-18.01,1180,18,10
-70.8633,-18.0102,1180,18,10
-70.8627,-18.0113,1180,18,10
-70.8621,-18.0118,1180,18,10
-70.8616,-18.0118,1180,18,10
-70.8605,-18.0115,1180,18,10
-70.8602,-18.0115,1180,18,10
-70.8585,-18.0118,1180,18,10
-70.8571,-18.0123,1180,18,10
-70.8568,-18.0126,1180,18,10
-70.8562,-18.013,1180,18,10
-70.856,-18.0133,1180,18,10
-70.8558,-18.0137,1180,18,10
-70.8557,-18.0142,1180,18,10
-70.8555,-18.0147,1180,18,10
-70.8555,-18.0149,1180,18,10
-70.8545,-18.0155,1180,18,10
-70.8534,-18.0155,1180,18,10
-70.8514,-18.0161,1180,18,10
-70.8505,-18.0159,1180,18,10
-70.8495,-18.0161,1180,18,10
-70.8477,-18.0167,1180,18,10
-70.8452,-18.0171,1180,18,10
-70.8446,-18.0173,1180,18,10
-70.8441,-18.0176,1180,18,10
-70.8435,-18.0178,1180,18,10
-70.8424,-18.0183,1180,18,10
-70.8422,-18.0185,1180,18,10
-70.842,-18.0189,1180,18,10
-70.8422,-18.0195,1180,18,10
-70.8422,-18.0203,1180,18,10
-70.8416,-18.0214,1180,18,10
-70.8404,-18.0216,1180,18,10
-70.8387,-18.0214,1180,18,10
-70.8376,-18.0216,1180,18,10
-70.8359,-18.0222,1180,18,10
-70.8337,-18.0228,1180,18,10
-70.8327,-18.0227,1180,18,10
-70.8314,-18.0231,1180,18,10
-70.8283,-18.0246,1180,18,10
-70.8276,-18.025,1180,18,10
-70.8274,-18.025,1180,18,10
-70.8274,-18.0251,1180,18,10
-70.8273,-18.025,1180,18,10
-70.8271,-18.025,1180,18,10
-70.8264,-18.0247,1180,18,10
-70.8261,-18.0245,1180,18,10
-70.8257,-18.0241,1180,18,10
-70.8251,-18.0239,1180,18,10
-70.8246,-18.024,1180,18,10
-70.8242,-18.0243,1180,18,10
-70.8237,-18.0251,1180,18,10
-70.8233,-18.0256,1180,18,10
-70.822,-18.027,1180,18,10
-70.8212,-18.0287,1180,18,10
-70.8209,-18.0291,1180,18,10
-70.8205,-18.0295,1180,18,10
-70.8204,-18.0297,1180,18,10
-70.8198,-18.0301,1180,18,10
-70.8195,-18.0304,1180,18,10
-70.819,-18.0306,1180,18,10
-70.8163,-18.0306,1180,18,10
-70.8159,-18.0307,1180,18,10
-70.8154,-18.031,1180,18,10
-70.8147,-18.0313,1180,18,10
-70.8134,-18.0324,1180,18,10
-70.813,-18.0326,1180,18,10
-70.8128,-18.0328,1180,18,10
-70.8116,-18.0332,1180,18,10
-70.8112,-18.0335,1180,18,10
-70.8111,-18.0335,1180,18,10
-70.8109,-18.0339,1180,18,10
-70.8109,-18.0341,1180,18,10
-70.811,-18.0342,1180,18,10
-70.811,-18.0349,1180,18,10
-70.8109,-18.0351,1180,18,10
-70.811,-18.037,1180,18,10
-70.8109,-18.0373,1180,18,10
-70.8108,-18.0385,1180,18,10
-70.8106,-18.0388,1180,18,10
-70.8103,-18.0398,1180,18,10
-70.8091,-18.0412,1180,18,10
-70.8084,-18.0422,1180,18,10
-70.8083,-18.0422,1180,18,10
-70.8081,-18.0424,1180,18,10
-70.8081,-18.0425,1180,18,10
-70.8078,-18.0425,1180,18,10
-70.8076,-18.0426,1180,18,10
-70.807,-18.0426,1180,18,10
-70.8063,-18.0411,1180,18,10
-70.806,-18.0414,1180,18,10
-70.806,-18.0415,1180,18,10
-70.8056,-18.0418,1180,18,10
-70.8051,-18.042,1180,18,10
-70.8046,-18.0419,1180,18,10
-70.8043,-18.041,1180,18,10
-70.8043,-18.0405,1180,18,10
-70.8041,-18.0402,1180,18,10
-70.8037,-18.04,1180,18,10
-70.8023,-18.0404,1180,18,10
-70.8004,-18.0412,1180,18,10
-70.7999,-18.0415,1180,18,10
-70.7991,-18.0423,1180,18,10
-70.7985,-18.0433,1180,18,10
-70.7976,-18.0443,1180,18,10
-70.7969,-18.0447,1180,18,10
-70.7964,-18.0449,1180,18,10
-70.7958,-18.0453,1180,18,10
-70.795,-18.0455,1180,18,10
-70.7938,-18.046,1180,18,10
-70.7929,-18.047,1180,18,10
-70.7927,-18.0476,1180,18,10
-70.7926,-18.0483,1180,18,10
-70.7926,-18.0504,1180,18,10
-70.7925,-18.0514,1180,18,10
-70.7924,-18.0519,1180,18,10
-70.7917,-18.0531,1180,18,10
-70.791,-18.0537,1180,18,10
-70.7906,-18.0539,1180,18,10
-70.7899,-18.0544,1180,18,10
-70.7895,-18.0548,1180,18,10
-70.7887,-18.0552,1180,18,10
-70.7881,-18.0558,1180,18,10
-70.7875,-18.0562,1180,18,10
-70.7866,-18.0571,1180,18,10
-70.7855,-18.0584,1180,18,10
-70.7848,-18.0594,1180,18,10
-70.7848,-18.0595,1180,18,10
-70.7838,-18.0602,1180,18,10
-70.7831,-18.0605,1180,18,10
-70.7818,-18.0609,1180,18,10
-70.779,-18.062,1180,18,10
-70.7755,-18.0637,1180,18,10
-70.7745,-18.0644,1180,18,10
-70.7736,-18.0653,1180,18,10
-70.7727,-18.0665,1180,18,10
-70.7723,-18.0674,1180,18,10
-70.7713,-18.069,1180,18,10
-70.77,-18.0702,1180,18,10
-70.767,-18.0723,1180,18,10
-70.7631,-18.0739,1180,18,10
-70.7624,-18.074,1180,18,10
-70.7606,-18.0745,1180,18,10
-70.7596,-18.0752,1180,18,10
-70.7585,-18.0769,1180,18,10
-70.7578,-18.0777,1180,18,10
-70.7573,-18.0781,1180,18,10
-70.756,-18.0786,1180,18,10
-70.7552,-18.0788,1180,18,10
-70.7542,-18.0793,1180,18,10
-70.7536,-18.0798,1180,18,10
-70.7522,-18.0813,1180,18,10
-70.7498,-18.0841,1180,18,10
-70.7488,-18.0854,1180,18,10
-70.7487,-18.0858,1180,18,10
-70.7485,-18.0862,1180,18,10
-70.7484,-18.0867,1180,18,10
-70.7484,-18.0891,1180,18,10
-70.7477,-18.0907,1180,18,10
-70.7465,-18.0919,1180,18,10
-70.7454,-18.0925,1180,18,10
-70.7443,-18.0929,1180,18,10
-70.7437,-18.093,1180,18,10
-70.7432,-18.0932,1180,18,10
-70.7427,-18.0935,1180,18,10
-70.7424,-18.0935,1180,18,10
-70.741,-18.0942,1180,18,10
-70.7406,-18.0945,1180,18,10
-70.7402,-18.095,1180,18,10
-70.739,-18.0978,1180,18,10
-70.7385,-18.0983,1180,18,10
-70.737,-18.0993,1180,18,10
-70.7352,-18.1008,1180,18,10
-70.7347,-18.1014,1180,18,10
-70.7342,-18.1018,1180,18,10
-70.7336,-18.1025,1180,18,10
-70.7327,-18.1039,1180,18,10
-70.7322,-18.1045,1180,18,10
-70.7313,-18.1051,1180,18,10
-70.7307,-18.1053,1180,18,10
-70.7304,-18.1055,1180,18,10
-70.7298,-18.1056,1180,18,10
-70.7274,-18.1068,1180,18,10
-70.7267,-18.1074,1180,18,10
-70.7261,-18.1083,1180,18,10
-70.7258,-18.1097,1180,18,10
-70.7258,-18.1101,1180,18,10
-70.726,-18.1114,1180,18,10
-70.7259,-18.1117,1180,18,10
-70.7259,-18.1122,1180,18,10
-70.7256,-18.1129,1180,18,10
-70.7253,-18.1132,1180,18,10
-70.7253,-18.1133,1180,18,10
-70.7252,-18.1134,1180,18,10
-70.7249,-18.1136,1180,18,10
-70.7247,-18.1136,1180,18,10
-70.7239,-18.1141,1180,18,10
-70.7231,-18.115,1180,18,10
-70.7224,-18.1153,1180,18,10
-70.7221,-18.1153,1180,18,10
-70.722,-18.1154,1180,18,10
-70.7219,-18.1154,1180,18,10
-70.7218,-18.1153,1180,18,10
-70.7216,-18.1153,1180,18,10
-70.7214,-18.1152,1180,18,10
-70.7211,-18.1152,1180,18,10
-70.7202,-18.1148,1180,18,10
-70.7197,-18.1148,1180,18,10
-70.7194,-18.1149,1180,18,10
-70.7185,-18.1155,1180,18,10
-70.7176,-18.1164,1180,18,10
-70.7173,-18.1168,1180,18,10
-70.7167,-18.1173,1180,18,10
-70.7157,-18.1184,1180,18,10
-70.7151,-18.1187,1180,18,10
-70.7149,-18.1189,1180,18,10
-70.7144,-18.119,1180,18,10
-70.7125,-18.12,1180,18,10
-70.7114,-18.121,1180,18,10
-70.7105,-18.1219,1180,18,10
-70.7095,-18.1237,1180,18,10
-70.7087,-18.1247,1180,18,10
-70.708,-18.1254,1180,18,10
-70.7073,-18.1259,1180,18,10
-70.7061,-18.127,1180,18,10
-70.7054,-18.1277,1180,18,10
-70.7051,-18.1281,1180,18,10
-70.7048,-18.1293,1180,18,10
-70.7046,-18.1305,1180,18,10
-70.7045,-18.1318,1180,18,10
-70.7044,-18.1321,1180,18,10
-70.704,-18.1327,1180,18,10
-70.7038,-18.1332,1180,18,10
-70.703,-18.1341,1180,18,10
-70.7025,-18.1346,1180,18,10
-70.7018,-18.135,1180,18,10
-70.7009,-18.1352,1180,18,10
-70.7006,-18.1352,1180,18,10
-70.6997,-18.1355,1180,18,10
-70.6986,-18.1361,1180,18,10
-70.6976,-18.1369,1180,18,10
-70.6955,-18.1396,1180,18,10
-70.695,-18.1404,1180,18,10
-70.6946,-18.1406,1180,18,10
-70.6943,-18.141,1180,18,10
-70.6934,-18.1414,1180,18,10
-70.6921,-18.1421,1180,18,10
-70.6903,-18.1432,1180,18,10
-70.689,-18.1443,1180,18,10
-70.6877,-18.1458,1180,18,10
-70.6871,-18.1462,1180,18,10
-70.686,-18.1467,1180,18,10
-70.6853,-18.1472,1180,18,10
-70.6847,-18.148,1180,18,10
-70.6843,-18.1488,1180,18,10
-70.684,-18.1492,1180,18,10
-70.6836,-18.1494,1180,18,10
-70.6834,-18.1494,1180,18,10
-70.6826,-18.1498,1180,18,10
-70.6823,-18.1506,1180,18,10
-70.6823,-18.1513,1180,18,10
-70.6824,-18.1515,1180,18,10
-70.682,-18.1526,1180,18,10
-70.6818,-18.1529,1180,18,10
-70.6817,-18.1532,1180,18,10
-70.6814,-18.1534,1180,18,10
-70.6812,-18.1537,1180,18,10
-70.6807,-18.1541,1180,18,10
-70.6801,-18.1545,1180,18,10
-70.6786,-18.1553,1180,18,10
-70.6779,-18.1558,1180,18,10
-70.6766,-18.1565,1180,18,10
-70.6748,-18.1579,1180,18,10
-70.6741,-18.1582,1180,18,10
-70.6737,-18.1582,1180,18,10
-70.6735,-18.1583,1180,18,10
-70.6733,-18.1583,1180,18,10
-70.6729,-18.1585,1180,18,10
-70.6724,-18.1586,1180,18,10
-70.6717,-18.1589,1180,18,10
-70.6708,-18.1591,1180,18,10
-70.6675,-18.1604,1180,18,10
-70.6665,-18.1607,1180,18,10
-70.6658,-18.1614,1180,18,10
-70.6651,-18.1623,1180,18,10
-70.6641,-18.1634,1180,18,10
-70.6631,-18.1643,1180,18,10
-70.6612,-18.1655,1180,18,10
-70.6584,-18.1671,1180,18,10
-70.657,-18.1677,1180,18,10
-70.6537,-18.1694,1180,18,10
-70.6533,-18.1695,1180,18,10
-70.653,-18.1697,1180,18,10
-70.6527,-18.1697,1180,18,10
-70.6519,-18.1699,1180,18,10
-70.6512,-18.1699,1180,18,10
-70.6497,-18.1702,1180,18,10
-70.6493,-18.1704,1180,18,10
-70.6483,-18.1711,1180,18,10
-70.6479,-18.1716,1180,18,10
-70.6477,-18.1717,1180,18,10
-70.647,-18.1724,1180,18,10
-70.6463,-18.1729,1180,18,10
-70.6458,-18.1735,1180,18,10
-70.6448,-18.1742,1180,18,10
-70.6438,-18.1744,1180,18,10
-70.6427,-18.1744,1180,18,10
-70.6419,-18.1746,1180,18,10
-70.6414,-18.1749,1180,18,10
-70.6406,-18.1754,1180,18,10
-70.6378,-18.1778,1180,18,10
-70.6375,-18.1783,1180,18,10
-70.6372,-18.1786,1180,18,10
-70.6368,-18.1795,1180,18,10
-70.6358,-18.1807,1180,18,10
-70.6349,-18.1816,1180,18,10
-70.6345,-18.1818,1180,18,10
-70.6342,-18.1821,1180,18,10
-70.633,-18.1825,1180,18,10
-70.6321,-18.1827,1180,18,10
-70.6315,-18.1827,1180,18,10
-70.6308,-18.1828,1180,18,10
-70.6302,-18.1827,1180,18,10
-70.6297,-18.1827,1180,18,10
-70.6287,-18.183,1180,18,10
-70.6276,-18.1837,1180,18,10
-70.627,-18.1842,1180,18,10
-70.6265,-18.1845,1180,18,10
-70.6262,-18.1848,1180,18,10
-70.6255,-18.1852,1180,18,10
-70.6251,-18.1853,1180,18,10
-70.6248,-18.1855,1180,18,10
-70.6234,-18.1858,1180,18,10
-70.6228,-18.186,1180,18,10
-70.6215,-18.1865,1180,18,10
-70.6211,-18.1868,1180,18,10
-70.6198,-18.1872,1180,18,10
-70.6195,-18.1874,1180,18,10
-70.6191,-18.1875,1180,18,10
-70.6187,-18.1877,1180,18,10
-70.6183,-18.188,1180,18,10
-70.6177,-18.1886,1180,18,10
-70.6172,-18.1897,1180,18,10
-70.6162,-18.1906,1180,18,10
-70.6151,-18.1909,1180,18,10
-70.6147,-18.1909,1180,18,10
-70.614,-18.1911,1180,18,10
-70.6135,-18.1914,1180,18,10
-70.6128,-18.1924,1180,18,10
-70.6126,-18.1925,1180,18,10
-70.6125,-18.1927,1180,18,10
-70.6122,-18.1928,1180,18,10
-70.6119,-18.193,1180,18,10
-70.6112,-18.1932,1180,18,10
-70.6108,-18.1932,1180,18,10
-70.61,-18.1934,1180,18,10
-70.6097,-18.1936,1180,18,10
-70.6094,-18.1937,1180,18,10
-70.6087,-18.1942,1180,18,10
-70.6084,-18.1945,1180,18,10
-70.6066,-18.1955,1180,18,10
-70.6047,-18.1972,1180,18,10
-70.6043,-18.1974,1180,18,10
-70.604,-18.1977,1180,18,10
-70.6033,-18.1982,1180,18,10
-70.6029,-18.1984,1180,18,10
-70.6019,-18.1989,1180,18,10
-70.6003,-18.1995,1180,18,10
-70.5961,-18.2007,1180,18,10
-70.5957,-18.201,1180,18,10
-70.5952,-18.2011,1180,18,10
-70.5944,-18.2016,1180,18,10
-70.5935,-18.2023,1180,18,10
-70.591,-18.2045,1180,18,10
-70.589,-18.2058,1180,18,10
-70.5887,-18.2058,1180,18,10
-70.5865,-18.2063,1180,18,10
-70.5862,-18.2064,1180,18,10
-70.5854,-18.2069,1180,18,10
-70.5845,-18.2076,1180,18,10
-70.5839,-18.2083,1180,18,10
-70.5827,-18.2092,1180,18,10
-70.5818,-18.2096,1180,18,10
-70.5809,-18.2102,1180,18,10
-70.5801,-18.211,1180,18,10
-70.5798,-18.2114,1180,18,10
-70.5782,-18.2125,1180,18,10
-70.5773,-18.213,1180,18,10
-70.5764,-18.2133,1180,18,10
-70.5754,-18.2138,1180,18,10
-70.5735,-18.2146,1180,18,10
-70.5724,-18.2152,1180,18,10
-70.5715,-18.2158,1180,18,10
-70.5703,-18.2163,1180,18,10
-70.5694,-18.2165,1180,18,10
-70.5616,-18.2191,1180,18,10
-70.5601,-18.2199,1180,18,10
-70.5586,-18.2206,1180,18,10
-70.5571,-18.2216,1180,18,10
-70.5538,-18.2236,1180,18,10
-70.5534,-18.2236,1180,18,10
-70.5524,-18.2238,1180,18,10
-70.5514,-18.2242,1180,18,10
-70.5504,-18.2249,1180,18,10
-70.5499,-18.2257,1180,18,10
-70.5492,-18.2271,1180,18,10
-70.5484,-18.2283,1180,18,10
-70.5473,-18.2291,1180,18,10
-70.5464,-18.2296,1180,18,10
-70.5431,-18.2309,1180,18,10
-70.5424,-18.2311,1180,18,10
-70.5411,-18.2317,1180,18,10
-70.5373,-18.2342,1180,18,10
-70.5354,-18.2351,1180,18,10
-70.5335,-18.2361,1180,18,10
-70.5311,-18.2375,1180,18,10
-70.528,-18.2398,1180,18,10
-70.526,-18.2415,1180,18,10
-70.5238,-18.2428,1180,18,10
-70.5209,-18.2443,1180,18,10
-70.5185,-18.2458,1180,18,10
-70.5151,-18.2484,1180,18,10
-70.512,-18.251,1180,18,10
-70.5103,-18.2522,1180,18,10
-70.5073,-18.2545,1180,18,10
-70.5041,-18.2567,1180,18,10
-70.4997,-18.2593,1180,18,10
-70.4985,-18.2601,1180,18,10
-70.4928,-18.2631,1180,18,10
-70.4904,-18.2645,1180,18,10
-70.4894,-18.2652,1180,18,10
-70.4886,-18.2659,1180,18,10
-70.4879,-18.2664,1180,18,10
-70.487,-18.2672,1180,18,10
-70.4865,-18.2678,1180,18,10
-70.4846,-18.2695,1180,18,10
-70.4824,-18.2713,1180,18,10
-70.4804,-18.2729,1180,18,10
-70.4796,-18.2734,1180,18,10
-70.4769,-18.2755,1180,18,10
-70.4763,-18.276,1180,18,10
-70.4744,-18.2779,1180,18,10
-70.474,-18.2781,1180,18,10
-70.4737,-18.2784,1180,18,10
-70.473,-18.2787,1180,18,10
-70.4704,-18.2794,1180,18,10
-70.4696,-18.2798,1180,18,10
-70.4635,-18.2839,1180,18,10
-70.4604,-18.2865,1180,18,10
-70.4579,-18.2881,1180,18,10
-70.456,-18.2891,1180,18,10
-70.4536,-18.29,1180,18,10
-70.4523,-18.2908,1180,18,10
-70.4504,-18.2915,1180,18,10
-70.4493,-18.2921,1180,18,10
-70.4485,-18.2929,1180,18,10
-70.4482,-18.2935,1180,18,10
-70.4474,-18.2942,1180,18,10
-70.4455,-18.2954,1180,18,10
-70.445,-18.2959,1180,18,10
-70.442,-18.2977,1180,18,10
-70.4366,-18.3017,1180,18,10
-70.4351,-18.303,1180,18,10
-70.4334,-18.3043,1180,18,10
-70.4287,-18.3082,1180,18,10
-70.4268,-18.3094,1180,18,10
-70.4262,-18.31,1180,18,10
-70.4254,-18.3106,1180,18,10
-70.4247,-18.3114,1180,18,10
-70.424,-18.3119,1180,18,10
-70.4236,-18.3124,1180,18,10
-70.423,-18.3128,1180,18,10
-70.4224,-18.3134,1180,18,10
-70.4214,-18.314,1180,18,10
-70.4185,-18.3162,1180,18,10
-70.4176,-18.3168,1180,18,10
-70.4169,-18.3175,1180,18,10
-70.4147,-18.3191,1180,18,10
-70.4127,-18.3203,1180,18,10
-70.4112,-18.3209,1180,18,10
-70.4105,-18.3214,1180,18,10
-70.4099,-18.3222,1180,18,10
-70.4095,-18.3232,1180,18,10
-70.4088,-18.3239,1180,18,10
-70.4077,-18.3244,1180,18,10
-70.4049,-18.3249,1180,18,10
-70.4032,-18.3256,1180,18,10
-70.4009,-18.3267,1180,18,10
-70.4004,-18.3271,1180,18,10
-70.3987,-18.3282,1180,18,10
-70.396,-18.3302,1180,18,10
-70.3936,-18.3316,1180,18,10
-70.3929,-18.3326,1180,18,10
-70.3915,-18.3341,1180,18,10
-70.3899,-18.3356,1180,18,10
-70.388,-18.3385,1180,18,10
-70.3862,-18.3397,1180,18,10
-70.3848,-18.3411,1180,18,10
-70.3834,-18.3423,1180,18,10
-70.3815,-18.3443,1180,18,10
-70.381,-18.3454,1180,18,10
-70.3808,-18.3456,1180,18,10
-70.3808,-18.3459,1180,18,10
-70.3796,-18.3482,1180,18,10
-70.3786,-18.3494,1180,18,10
-70.377836,-18.350117,1180,18,10
-70.3805,-18.350117,1180,18,10
-70.673624,-18.350117,1180,18,10
-70.962106,-18.350117,2180,18,20
-70.968901,-18.342706,2180,18,20
-70.973468,-18.339448,2180,18,20
-70.974667,-18.338248,2180,18,20
-70.986834,-18.324978,2180,18,20
-70.996967,-18.317748,2180,18,20
-70.997636,-18.317131,2180,18,20
-71.002414,-18.313722,2180,18,20
-71.011199,-18.309881,2180,18,20
-71.012138,-18.30921,2180,18,20
-71.024099,-18.303981,2180,18,20
-71.025099,-18.303381,2180,18,20
-71.025874,-18.302828,2180,18,20
-71.031699,-18.300281,2180,18,20
-71.033739,-18.298825,2180,18,20
-71.035899,-18.297881,2180,18,20
-71.038662,-18.295909,2180,18,20
-71.040099,-18.295281,2180,18,20
-71.040407,-18.295095,2180,18,20
-71.040899,-18.294881,2180,18,20
-71.042871,-18.293473,2180,18,20
-71.045599,-18.292281,2180,18,20
-71.049204,-18.289708,2180,18,20
-71.054299,-18.287481,2180,18,20
-71.111667,-18.246548,2180,18,20
-71.112068,-18.246248,2180,18,20
-71.158639,-18.195454,2180,18,20
-71.167537,-18.191564,2180,18,20
-71.193398,-18.186165,2180,18,20
-71.194018,-18.185985,2180,18,20
-71.195138,-18.185495,2180,18,20
-71.198348,-18.184825,2180,18,20
-71.199963,-18.184119,2180,18,20
-71.200988,-18.183905,2180,18,20
-71.201278,-18.183825,2180,18,20
-71.266059,-18.155501,2180,18,20
-71.323428,-18.114568,2180,18,20
-71.339587,-18.096943,2180,18,20
-71.387877,-18.062488,2180,18,20
-71.388368,-18.062118,2180,18,20
-71.388585,-18.061913,2180,18,20
-71.396257,-18.056438,2180,18,20
-71.401841,-18.050348,2180,18,20
-71.402178,-18.050108,2180,18,20
-71.412588,-18.038754,2180,18,20
-71.415406,-18.038754,2180,18,20
-71.416366,-18.038694,2180,18,20
-71.485728,-18.024215,2180,18,20
-71.541111,-18,2180,18,20
-71.5,-18,2180,18,20
-71.197041,-18,2180,18,20
-71.18126,-18.01126,2180,18,20
-71.148869,-18.025423,2180,18,20
-71.148579,-18.025503,2180,18,20
-71.147554,-18.025717,2180,18,20
-71.145939,-18.026423,2180,18,20
-71.142729,-18.027093,2180,18,20
-71.141609,-18.027583,2180,18,20
-71.140989,-18.027763,2180,18,20
-71.115128,-18.033161,2180,18,20
-71.104489,-18.037813,2180,18,20
-71.103999,-18.037933,2180,18,20
-71.069318,-18.045172,2180,18,20
-71.067728,-18.045334,2180,18,20
-71.047188,-18.045334,2180,18,20
-71.040336,-18.066044,2180,18,20
-71.022608,-18.096198,2180,18,20
-71.022308,-18.096598,2180,18,20
-70.998584,-18.122474,2180,18,20
-70.998183,-18.122774,2180,18,20
-70.969499,-18.14324,2180,18,20
-70.964405,-18.145468,2180,18,20
-70.9608,-18.14804,2180,18,20
-70.958072,-18.149233,2180,18,20
-70.956099,-18.15064,2180,18,20
-70.955608,-18.150855,2180,18,20
-70.955299,-18.15104,2180,18,20
-70.953863,-18.151669,2180,18,20
-70.951099,-18.15364,2180,18,20
-70.94894,-18.154584,2180,18,20
-70.9469,-18.15604,2180,18,20
-70.941074,-18.158587,2180,18,20
-70.940299,-18.15914,2180,18,20
-70.9393,-18.15974,2180,18,20
-70.927339,-18.16497,2180,18,20
-70.926399,-18.16564,2180,18,20
-70.916256,-18.170075,2180,18,20
-70.899278,-18.182189,2180,18,20
-70.898283,-18.183274,2180,18,20
-70.884153,-18.193356,2180,18,20
-70.883483,-18.193974,2180,18,20
-70.87335,-18.201204,2180,18,20
-70.861184,-18.214474,2180,18,20
-70.859984,-18.215674,2180,18,20
-70.855417,-18.218932,2180,18,20
-70.838784,-18.237074,2180,18,20
